Demojized,Captions,Latitude,Longitude,Retweet Count,Created (UTC),Full Text,Sentiment Score,Sentiment
Just posted a photo @ My Heart  , Happy Birthday funny girl  my Puti  One of the last pictures that we clicked couple of months back   few days before she left unsaid.  Sending your favourite colour Blue                                                         Rest in Love    igers  chaiwaliladki  chaiwaliyaad  mahi  family  crazy  maa  happybirthdayputi  aaxaa  moi  morom  muhurto  abhimaan  abhimanimon  hepaah  goodvibesonly  family  sunshine   iloveyou  aaxaa  abhimaan  abhimanimon  muhurto  hepaah  morom  moi  happiness  axomiya  feelings  judgementfree  breakfree  breakingstreotypes  stopbodyshaming  stopcolourshamming  crazyfamily  goodlooks,26.18522918,91.7664482,0,2021-09-21 04:50:27,Just posted a photo @ My Heart    Happy Birthday funny girl  my Puti  One of the last pictures that we clicked couple of months back   few days before she left unsaid.  Sending your favourite colour Blue                                                         Rest in Love    igers  chaiwaliladki  chaiwaliyaad  mahi  family  crazy  maa  happybirthdayputi  aaxaa  moi  morom  muhurto  abhimaan  abhimanimon  hepaah  goodvibesonly  family  sunshine   iloveyou  aaxaa  abhimaan  abhimanimon  muhurto  hepaah  morom  moi  happiness  axomiya  feelings  judgementfree  breakfree  breakingstreotypes  stopbodyshaming  stopcolourshamming  crazyfamily  goodlooks,0.145,Positive
Just posted a photo @ Guwahati City  ,,26.13635895,91.78461313,0,2021-09-21 12:14:58,Just posted a photo @ Guwahati City   ,0,Neutral
"Blooming in my messy garden potted plant  
.
#pranaameofficial #blooming #flower #garden #nature #hibiscus #hibiscusflower…  Blooming in my messy garden potted plant  
.
#pranaameofficial #blooming #flower #garden #nature #hibiscus #hibiscusflower #gardening @ Kharghuli, Guwahati  ", Blooming in my messy garden    .  pranaameofficial  blooming  flower  garden  nature  hibiscus  hibiscusflower  gardening,26.19539429,91.76805543,0,2021-09-21 15:35:59,"Blooming in my messy garden potted plant  
.
#pranaameofficial #blooming #flower #garden #nature #hibiscus #hibiscusflower…  Blooming in my messy garden potted plant  
.
#pranaameofficial #blooming #flower #garden #nature #hibiscus #hibiscusflower #gardening @ Kharghuli, Guwahati    Blooming in my messy garden    .  pranaameofficial  blooming  flower  garden  nature  hibiscus  hibiscusflower  gardening",-0.2,Negative
Congratulations @ Modern Bikes  , Congratulations,26.18573,91.7395,0,2021-09-21 16:11:07,Congratulations @ Modern Bikes    Congratulations,0.2,Positive
Congratulations @ Modern Bikes  , Congratulations,26.18573,91.7395,0,2021-09-21 16:10:37,Congratulations @ Modern Bikes    Congratulations,0.2,Positive
"Time Demands Falling in Love with Naturered heart  @ Sonapur, Guwahati  ",,26.105571,91.805196,0,2021-09-21 16:51:03,"Time Demands Falling in Love with Naturered heart  @ Sonapur, Guwahati   ",0.5,Positive
Free mind @ Ambari Tiniali  ,,26.15918,91.7375,0,2021-09-22 01:07:56,Free mind @ Ambari Tiniali,0.4,Positive
"**ADMISSION OPEN**

•Academic Excellence 
•Personal Attention
 •Holistic Development •Best in class Infrastructure.…  **ADMISSION OPEN**

•Academic Excellence 
•Personal Attention
 •Holistic Development •Best in class Infrastructure. 

Make the move for a better future. @ Gyan Bikash Academy Guwahati  ",   ADMISSION OPEN     Academic Excellence   Personal Attention   Holistic Development  Best in class Infrastructure.   Make the move for a better future.,26.1712905,91.77811207,0,2021-09-22 03:55:14,"**ADMISSION OPEN**

•Academic Excellence 
•Personal Attention
 •Holistic Development •Best in class Infrastructure.…  **ADMISSION OPEN**

•Academic Excellence 
•Personal Attention
 •Holistic Development •Best in class Infrastructure. 

Make the move for a better future. @ Gyan Bikash Academy Guwahati      ADMISSION OPEN     Academic Excellence   Personal Attention   Holistic Development  Best in class Infrastructure.   Make the move for a better future.",0.2,Positive
"Furnished #Apartment in Jagabandhu Apartments #2BHK #Flat #ForRent #Bhangagarh #Guwahati #Residential #Property
 ",,26.166089,91.766925,0,2021-09-22 06:50:50,"Furnished #Apartment in Jagabandhu Apartments #2BHK #Flat #ForRent #Bhangagarh #Guwahati #Residential #Property
  ",-0.025,Negative
Just posted a photo @ The RAW GYM  , From being an ordinary average Guy to a Top Class International Athlete. . The Amazing Results in these 3 years  Journey of Mr. Bhaskar Deka with TEAM RAW has shown his Dedication  towards his Goal which was ofcourse backed by personalized scientific Training from TEAM RAW. . The Best version of  The Beast has Evolved    .  .   . . . . .  bodytransformation  fitness  bodybuilding  fitnessmotivation  gym  workout  motivation  weightloss  fit  gymmotivation  bodygoals  healthylifestyle  fitfam  body  gymlife  weightlossjourney  muscle  fitnessjourney  training  transformation  personaltrainer  bodypositive  fitnessmodel  fitnessaddict  health  fitnessgirl  bodybuilder  fitnesslifestyle  instafit  bhfyp,26.1514318,91.79243823,0,2021-09-22 07:10:56,Just posted a photo @ The RAW GYM    From being an ordinary average Guy to a Top Class International Athlete. . The Amazing Results in these 3 years  Journey of Mr. Bhaskar Deka with TEAM RAW has shown his Dedication  towards his Goal which was ofcourse backed by personalized scientific Training from TEAM RAW. . The Best version of  The Beast has Evolved    .  .   . . . . .  bodytransformation  fitness  bodybuilding  fitnessmotivation  gym  workout  motivation  weightloss  fit  gymmotivation  bodygoals  healthylifestyle  fitfam  body  gymlife  weightlossjourney  muscle  fitnessjourney  training  transformation  personaltrainer  bodypositive  fitnessmodel  fitnessaddict  health  fitnessgirl  bodybuilder  fitnesslifestyle  instafit  bhfyp,0.140769230769231,Positive
Just posted a photo @ Guwahati City  , Classic Vanilla    In a cat theme      chocoholic guwahati  O  CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI       SWIGGY ORDER  https   www.swiggy.com amp menu restaurants chocoholic paltan bazaar guwahati 342422    Join My WhatsApp group    https   chat.whatsapp.com 0vwBuCsRnes6izPmdwXUf6    Chocoholic On Google      https   g.page chocoholicguwahati gm     FOllow Instagram page   https   www.instagram.com invites contact  i 1civ683lyf79u utm content 3f94pjy    facebook page     https   www.facebook.com chocoholicguwahati     facebook group     https   www.facebook.com groups 1586452274942874  ref share     MX TakaTak      https   share.mxtakatak.com s9QNqF2a     YouTube channel  https   youtube.com channel UCnl9dEAvEILxFspzP XKn4g     Telegram channel    t.me chocoholicguwahati     Twitter   https   twitter.com chocoholicghy status 1440934201340141568 s 24     Tumblr  https   chocoholicguwahati.tumblr.com      moja app   https   mojapp.in  chocoholicguwahati referrer iOS h Sjq7B5x I9fDz9        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  cricket  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.13635895,91.78461313,0,2021-09-22 08:12:43,Just posted a photo @ Guwahati City    Classic Vanilla    In a cat theme      chocoholic guwahati  O  CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI       SWIGGY ORDER  https   www.swiggy.com amp menu restaurants chocoholic paltan bazaar guwahati 342422    Join My WhatsApp group    https   chat.whatsapp.com 0vwBuCsRnes6izPmdwXUf6    Chocoholic On Google      https   g.page chocoholicguwahati gm     FOllow Instagram page   https   www.instagram.com invites contact  i 1civ683lyf79u utm content 3f94pjy    facebook page     https   www.facebook.com chocoholicguwahati     facebook group     https   www.facebook.com groups 1586452274942874  ref share     MX TakaTak      https   share.mxtakatak.com s9QNqF2a     YouTube channel  https   youtube.com channel UCnl9dEAvEILxFspzP XKn4g     Telegram channel    t.me chocoholicguwahati     Twitter   https   twitter.com chocoholicghy status 1440934201340141568 s 24     Tumblr  https   chocoholicguwahati.tumblr.com      moja app   https   mojapp.in  chocoholicguwahati referrer iOS h Sjq7B5x I9fDz9        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  cricket  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.461111111111111,Positive
Just posted a photo @ Guwahati  ,,26.1289977,91.53605855,0,2021-09-22 10:24:10,Just posted a photo @ Guwahati   ,0,Neutral
Mention your squad with whom you want to watch this exciting matchsmiling face with heart eyes smiling face with heart eyes fire fire  Sunrisers Hyderabad Vs Delhi Capitals..!!…  Mention your squad with whom you want to watch this exciting matchsmiling face with heart eyes smiling face with heart eyes fire fire  Sunrisers Hyderabad Vs Delhi Capitals..!! #ipl2021 #team #ipl For bookings call 7099114445/7099114446 @ Chai Piyo  , Mention your squad with whom you want to watch this exciting match     Sunrisers Hyderabad Vs Delhi Capitals..    ipl2021  team  ipl For bookings call 7099114445 7099114446,26.16079205,91.78104305,0,2021-09-22 10:06:40,Mention your squad with whom you want to watch this exciting matchsmiling face with heart eyes smiling face with heart eyes fire fire  Sunrisers Hyderabad Vs Delhi Capitals..!!…  Mention your squad with whom you want to watch this exciting matchsmiling face with heart eyes smiling face with heart eyes fire fire  Sunrisers Hyderabad Vs Delhi Capitals..!! #ipl2021 #team #ipl For bookings call 7099114445/7099114446 @ Chai Piyo    Mention your squad with whom you want to watch this exciting match     Sunrisers Hyderabad Vs Delhi Capitals..    ipl2021  team  ipl For bookings call 7099114445 7099114446,0.35625,Positive
"#Apartment in Rukminigaon #2BHK #Flat #ForRent #Rukmanigaon #Guwahati #Residential #Property
 ",,26.1445169,91.7362365,0,2021-09-23 06:08:42,"#Apartment in Rukminigaon #2BHK #Flat #ForRent #Rukmanigaon #Guwahati #Residential #Property
  ",-0.025,Negative
Just posted a photo @ My Heart  , Happy Birthday Mother India  Painting the world in your favourite colour                          igers  chaiwaliladki  chaiwaliyaad  mine  family  crazy  maa  happybirthdayputi  aaxaa  moi  morom  muhurto  abhimaan  abhimanimon  hepaah  goodvibesonly  family  sunshine   iloveyou  aaxaa  abhimaan  abhimanimon  muhurto  hepaah  morom  moi  happiness  axomiya  feelings  judgementfree  breakfree  breakingstreotypes  stopbodyshaming  stopcolourshamming  crazyfamily  goodlooks,26.18522918,91.7664482,0,2021-09-23 07:03:32,Just posted a photo @ My Heart    Happy Birthday Mother India  Painting the world in your favourite colour                          igers  chaiwaliladki  chaiwaliyaad  mine  family  crazy  maa  happybirthdayputi  aaxaa  moi  morom  muhurto  abhimaan  abhimanimon  hepaah  goodvibesonly  family  sunshine   iloveyou  aaxaa  abhimaan  abhimanimon  muhurto  hepaah  morom  moi  happiness  axomiya  feelings  judgementfree  breakfree  breakingstreotypes  stopbodyshaming  stopcolourshamming  crazyfamily  goodlooks,0.3,Positive
Just posted a photo @ Guwahati Airport  , Sometimes it s Good to go for   if That makes My heart Happy   So Very very Good Morning To All My known people     . . . . . . . . . . .   goodmorning  love  instagood  goodvibes  instagram  morning  photography  like  photooftheday  nature  follow  buongiorno  breakfast  beautiful  picoftheday  bomdia  happy  coffee  life  sunrise  gutenmorgen  likeforlikes  goodnight  smile  instadaily  motivation  followforfollowback  buenosdias  photo  bhfypy,26.100335,91.596896,0,2021-09-23 00:55:16,Just posted a photo @ Guwahati Airport    Sometimes it s Good to go for   if That makes My heart Happy   So Very very Good Morning To All My known people     . . . . . . . . . . .   goodmorning  love  instagood  goodvibes  instagram  morning  photography  like  photooftheday  nature  follow  buongiorno  breakfast  beautiful  picoftheday  bomdia  happy  coffee  life  sunrise  gutenmorgen  likeforlikes  goodnight  smile  instadaily  motivation  followforfollowback  buenosdias  photo  bhfypy,0.694285714285714,Very Positive
